Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCA_017115165.1	Green_W.bin.2	88.26	16.14	19.78	JABXKF010000147.1 MAG: Nostoc sp. LPT NODE_1000_length_13624_cov_106.766, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_014698065.1	Green_W.bin.2	88.19	12.88	19.87	NZ_JACJSI010000001.1 Nostoc flagelliforme FACHB-838 contig1, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_020829685.1	Green_W.bin.2	88.19	15.39	15.44	NZ_JAIVFR010001000.1 Nostoc sp. CHAB 5715 NODE_1000_length_2633_cov_5.891061, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCA_017115095.1	Green_W.bin.2	88.17	17.27	18.63	JABXKI010000139.1 MAG: Nostoc sp. NMS4 NODE_1007_length_48116_cov_16.086, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_023734775.1	Green_W.bin.2	88.08	17.73	18.68	NZ_AP025732.1 Nostoc cf. commune SO-36 chromosome, complete genome	Green_NODE_1_length_50011_cov_11.523701
GCF_020829445.1	Green_W.bin.2	88.02	15.28	16.21	NZ_JAIVFV010000100.1 Nostoc sp. CHAB 5836 NODE_100_length_24777_cov_18.301744, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_015714725.1	Green_W.bin.2	87.24	13.27	16.17	NZ_WBKM01000001.1 Nostoc sp. WHI contig-0, whole genome shotgun sequence	Green_NODE_1_length_50011_cov_11.523701
GCF_019355555.1	Green_AK.bin.8	97.25	69.20	88.73	NZ_CP072141.1 Rhizobium sp. L51/94 chromosome 1, complete sequence	Green_NODE_2_length_157688_cov_9.290808
GCF_003240565.1	Green_AK.bin.8	94.22	63.94	79.85	NZ_PCDQ01000018.1 Rhizobium tumorigenes strain 1078 NODE_101_length_1035_cov_37.326_ID_201, whole genome shotgun sequence	Green_NODE_2_length_157688_cov_9.290808
GCA_013695595.1	Green_M.bin.2	93.31	32.81	38.36	JACDAE010000164.1 MAG: Ktedonobacteraceae bacterium isolate MGR_bin248 SD2897-2912_k127_100165, whole genome shotgun sequence	Green_NODE_30_length_34347_cov_8.998309
GCF_004684095.1	Green_AP.bin.14	88.34	37.75	40.84	NZ_SRII01000010.1 Hymenobacter sp. UV11 NODE_10_length_246448_cov_8.13599, whole genome shotgun sequence	Green_NODE_3_length_116884_cov_9.973851
GCF_001596155.1	Green_AP.bin.14	87.30	33.52	32.44	NZ_CP014771.1 Hymenobacter sp. PAMC 26554 chromosome, complete genome	Green_NODE_3_length_116884_cov_9.973851
GCF_020012125.1	Green_AP.bin.14	84.27	19.77	18.07	NZ_JAIFAG010000001.1 Hymenobacter sp. PAMC 26554 1, whole genome shotgun sequence	Green_NODE_3_length_116884_cov_9.973851
GCF_013256625.1	Green_AP.bin.14	83.70	19.78	17.13	NZ_CP053908.1 Hymenobacter sp. BRD128 chromosome, complete genome	Green_NODE_3_length_116884_cov_9.973851
GCF_017571525.1	Green_AP.bin.14	83.34	16.30	14.83	NZ_JAGETY010000010.1 Siccationidurans sp. BT559 NODE_10_length_235685_cov_12.825014, whole genome shotgun sequence	Green_NODE_3_length_116884_cov_9.973851
GCF_017163705.1	Green_AK.bin.2	93.95	41.34	67.65	NZ_JAFIWB010000010.1 Xanthomonas sp. CFBP 8703 strain FX4 NODE_10_length_127041_cov_54.337505, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_009769165.1	Green_AK.bin.2	93.54	37.67	56.90	NZ_CP043476.1 Xanthomonas hyacinthi strain CFBP 1156 chromosome, complete genome	Green_NODE_450_length_22055_cov_4.461273
GCF_000331775.1	Green_AK.bin.2	92.79	37.65	51.15	NZ_CAPJ01000551.1 Xanthomonas translucens pv. translucens DSM 18974, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_014236795.1	Green_AK.bin.2	91.11	27.00	39.33	NZ_CP049017.1 Xanthomonas theicola strain CFBP 4691 chromosome, complete genome	Green_NODE_450_length_22055_cov_4.461273
GCF_017163755.1	Green_AK.bin.2	90.13	23.06	35.57	NZ_JAFIWC010000010.1 Xanthomonas sp. strain AmX2 NODE_10_length_154965_cov_57.412989, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_024266585.1	Green_AK.bin.2	89.98	23.79	35.40	NZ_CP100647.1 Xanthomonas sacchari strain DD13 chromosome, complete genome	Green_NODE_450_length_22055_cov_4.461273
GCF_001043115.1	Green_AK.bin.2	89.90	22.34	33.65	NZ_LFME01000001.1 Xanthomonas sp. NCPPB 1128 scf_3415_1.contig_1, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_002940085.1	Green_AK.bin.2	89.78	23.58	35.27	NZ_MDEK01000001.1 Xanthomonas sacchari strain CFBP4641 Xs-CFBP4641-G101, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_014206815.1	Green_AK.bin.2	89.67	23.33	33.91	NZ_JACHNP010000001.1 Xanthomonas sacchari strain F10 Ga0372554_01, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_008119715.1	Green_AK.bin.2	89.60	21.66	31.78	NZ_NQYO01000001.1 Xanthomonas sontii strain PPL1 PPL1_contig_1, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCF_014199795.1	Green_AK.bin.2	89.50	22.48	33.70	NZ_JACHOH010000001.1 Xanthomonas sp. 3498 Ga0372498_01, whole genome shotgun sequence	Green_NODE_450_length_22055_cov_4.461273
GCA_901457705.2	Green_AP.bin.4	88.69	28.46	38.42	LR590083.2 Beijerinckiaceae bacterium RH AL1 isolate RH_AL1 genome assembly, chromosome: 1	Green_NODE_55_length_53903_cov_14.011588
GCF_002074055.1	Green_AP.bin.9	97.89	67.41	89.96	NZ_CP014619.1 Frondihabitans sp. 762G35 chromosome, complete genome	Green_NODE_569_length_19391_cov_5.822662
GCF_020829625.1	Green_AD.bin.2	93.69	32.13	48.56	NZ_JAIVFX010000100.1 Nostoc sp. XA010 NODE_100_length_6105_cov_109.485948, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_003113895.1	Green_AD.bin.2	93.58	31.23	47.15	NZ_BDUD01000001.1 Nostoc commune NIES-4072, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_002813575.1	Green_AD.bin.2	93.25	23.43	44.14	NZ_CP024785.1 Nostoc flagelliforme CCNUN1 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCF_020829495.1	Green_AD.bin.2	92.88	25.68	40.26	NZ_JAIVFQ010000100.1 Nostoc favosum CHAB5714 strain CHAB 5714 NODE_100_length_23539_cov_77.513497, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_020829485.1	Green_AD.bin.2	92.79	22.02	37.74	JAIVFU010000100.1 Nostoc sp. CHAB 5834 NODE_100_length_23040_cov_33.349452, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_020829645.1	Green_AD.bin.2	92.77	22.13	40.26	NZ_JAIVFS010000100.1 Nostoc mirabile CHAB5784 strain CHAB 5784 NODE_100_length_27368_cov_74.878455, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_003443655.1	Green_AD.bin.2	92.75	29.83	36.71	NZ_CP031941.1 Nostoc sphaeroides strain Kutzing En chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCA_023522315.1	Green_AD.bin.2	92.73	28.90	37.66	JAHCSU010000001.1 Nostoc sp. CCCryo 231-06 CCCRYO23106-1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_020829685.1	Green_AD.bin.2	92.17	20.90	27.14	NZ_JAIVFR010001000.1 Nostoc sp. CHAB 5715 NODE_1000_length_2633_cov_5.891061, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_020829665.1	Green_AD.bin.2	90.57	23.31	34.82	NZ_JAIVFT010000099.1 Nostoc sp. CHAB 5824 NODE_100_length_2603_cov_1.607835, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_019359245.1	Green_AD.bin.2	90.46	19.79	31.72	JAHHHR010000039.1 MAG: Nostoc desertorum CM1-VF14 scaffold_104_c1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014698795.1	Green_AD.bin.2	90.28	19.62	32.64	NZ_JACJTR010000001.1 Nostoc sp. FACHB-892 contig1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014698505.1	Green_AD.bin.2	90.27	19.75	32.26	NZ_JACJTD010000001.1 Nostoc foliaceum FACHB-393 contig1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_019359215.1	Green_AD.bin.2	90.27	18.75	30.61	JAHHHS010000032.1 MAG: Nostoc indistinguendum CM1-VF10 scaffold_101_c1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_015206945.1	Green_AD.bin.2	89.78	15.49	23.91	JADEXV010000067.1 Nostocales cyanobacterium LEGE 12452 NODE_100_length_33014_cov_4.53295, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_023734775.1	Green_AD.bin.2	89.74	16.71	22.79	NZ_AP025732.1 Nostoc cf. commune SO-36 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCF_015206895.1	Green_AD.bin.2	89.73	15.75	25.57	NZ_JADEXU010000372.1 Nostoc sp. LEGE 12450 NODE_1008_length_1984_cov_7.55143, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_003326195.1	Green_AD.bin.2	89.73	15.14	25.66	LXQE01000001.1 Nostoc punctiforme NIES-2108 scaffold100.1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017114945.1	Green_AD.bin.2	89.70	17.44	25.11	JABXKQ010000154.1 MAG: Nostoc sp. JL34 NODE_10081_length_4269_cov_110.219, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_002949735.1	Green_AD.bin.2	89.69	15.49	25.37	NZ_CP026681.1 Nostoc sp. 'Peltigera membranacea cyanobiont' N6 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCF_000020025.1	Green_AD.bin.2	89.64	15.74	26.26	NC_010628.1 Nostoc punctiforme PCC 73102, complete sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014698035.1	Green_AD.bin.2	89.62	15.04	26.13	NZ_JACJSF010000001.1 Desmonostoc muscorum FACHB-395 contig1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017114995.1	Green_AD.bin.2	89.62	16.73	24.92	JABXKL010000079.1 MAG: Nostoc sp. NMS9 NODE_100_length_106577_cov_165.704, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017115165.1	Green_AD.bin.2	89.58	14.39	22.83	JABXKF010000147.1 MAG: Nostoc sp. LPT NODE_1000_length_13624_cov_106.766, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014698065.1	Green_AD.bin.2	89.55	12.97	25.90	NZ_JACJSI010000001.1 Nostoc flagelliforme FACHB-838 contig1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_002246015.1	Green_AD.bin.2	89.51	16.31	25.00	NZ_NOLJ01000001.1 Nostoc sp. 'Peltigera membranacea cyanobiont' 210A scaffold1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017114985.1	Green_AD.bin.2	89.50	20.01	26.18	JABXKP010000009.1 MAG: Nostoc sp. JL33 NODE_102_length_105054_cov_82.7826, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_015207245.1	Green_AD.bin.2	89.50	15.48	14.24	NZ_JADEXF010000696.1 Nostoc cf. edaphicum LEGE 07299 NODE_1000_length_3406_cov_2.44343, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_001712795.1	Green_AD.bin.2	89.47	13.85	23.42	NZ_KV757537.1 Nostoc sp. KVJ20 contig_1, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017115085.1	Green_AD.bin.2	89.44	14.92	22.76	JABXKJ010000184.1 MAG: Nostoc sp. NMS7 NODE_1004_length_47126_cov_26.7183, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017115025.1	Green_AD.bin.2	89.42	17.72	24.86	JABXKM010000183.1 MAG: Nostoc sp. NOS(2021) isolate NOS NODE_100_length_26290_cov_12.0183, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCA_017115105.1	Green_AD.bin.2	89.41	16.18	22.56	JABXKH010000037.1 MAG: Nostoc sp. NMS2 NODE_1004_length_54257_cov_263.969, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014222285.1	Green_AD.bin.2	89.41	16.57	25.83	NZ_JACKZS010000100.1 Nostoc sp. UCD121 NODE_100_length_26602_cov_10.0063_ID_199, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_014023275.1	Green_AD.bin.2	89.41	14.96	22.91	NZ_CP054698.1 Nostoc edaphicum CCNP1411 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCF_002949795.1	Green_AD.bin.2	89.21	17.54	23.70	NZ_CP026692.1 Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont' strain 5183 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCA_017115095.1	Green_AD.bin.2	89.21	13.24	18.49	JABXKI010000139.1 MAG: Nostoc sp. NMS4 NODE_1007_length_48116_cov_16.086, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_013393905.1	Green_AD.bin.2	89.14	12.30	22.37	NZ_CP040272.1 Nostoc sp. C052 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCF_013343235.1	Green_AD.bin.2	89.08	16.09	23.37	NZ_CP040094.1 Nostoc sp. TCL240-02 chromosome, complete genome	Green_NODE_6_length_29705_cov_7.743305
GCA_017115045.1	Green_AD.bin.2	88.87	15.03	21.94	JABXKK010000051.1 MAG: Nostoc sp. NMS8 NODE_1002_length_29601_cov_94.6024, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_020829445.1	Green_AD.bin.2	88.63	11.38	15.63	NZ_JAIVFV010000100.1 Nostoc sp. CHAB 5836 NODE_100_length_24777_cov_18.301744, whole genome shotgun sequence	Green_NODE_6_length_29705_cov_7.743305
GCF_000723165.1	Green_T.bin.1	94.06	38.52	61.07	NZ_HG322949.1 Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628 chromosome I	Green_NODE_749_length_15548_cov_4.135416
GCF_022179125.1	Green_AP.bin.3	89.97	29.37	39.56	NZ_BPQG01000001.1 Methylobacterium cerastii strain DSM 23679 entry1, whole genome shotgun sequence	Green_NODE_79_length_45791_cov_10.454194
GCF_008039875.1	Green_AP.bin.3	89.63	30.26	43.18	NZ_VRUU01000100.1 Methylobacterium sp. WL119 NODE_100_length_16863_cov_16.7815_WL119_spades, whole genome shotgun sequence	Green_NODE_79_length_45791_cov_10.454194
GCF_019355555.1	Green_AP.bin.1	86.60	29.23	32.70	NZ_CP072141.1 Rhizobium sp. L51/94 chromosome 1, complete sequence	Green_NODE_7_length_96006_cov_13.339788
GCF_003240565.1	Green_AP.bin.1	86.15	30.44	33.16	NZ_PCDQ01000018.1 Rhizobium tumorigenes strain 1078 NODE_101_length_1035_cov_37.326_ID_201, whole genome shotgun sequence	Green_NODE_7_length_96006_cov_13.339788
