Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCF_022819345.1	part13.bin.24	94.67	81.38	84.94	NZ_CP089288.1 Candidatus Nanosynbacter sp. HMT-352 strain TM7-037 chromosome	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_015257635.1	part13.bin.24	94.61	59.49	50.50	JABZJU010000100.1 MAG: Candidatus Nanosynbacter sp. isolate JCVI_6_bin.3 NODE_100_length_1728_cov_3.984858, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_900555425.1	part13.bin.24	94.61	77.08	69.99	UNSM01000001.1 Candidatus Saccharibacteria bacterium isolate UMGS1831 genome assembly, contig: NODE_586_length_37951_cov_4.088321, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_022828255.1	part13.bin.24	94.33	76.30	81.03	NZ_JAJQJW010000002.1 Candidatus Nanosynbacter sp. TM7-075 c_000000000001, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_022828375.1	part13.bin.24	94.33	70.20	77.10	NZ_JAJQJX010000001.1 Candidatus Nanosynbacter sp. TM7-053 NODE_1_length_546117_cov_695.513709, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_024330325.1	part13.bin.24	94.29	68.34	65.67	JANDWE010000132.1 MAG: Candidatus Nanosynbacter sp. P2B_S1_bin.0.1 c_000000000651, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_022819385.1	part13.bin.24	94.20	71.37	80.05	NZ_CP089290.1 Candidatus Nanosynbacter sp. HMT-352 strain TM7-001 chromosome	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_022828325.1	part13.bin.24	94.19	73.64	80.90	NZ_JAJQJS010000002.1 Candidatus Nanosynbacter sp. TM7-076 c_000000000003, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_022819365.1	part13.bin.24	94.07	74.24	79.10	NZ_CP089289.1 Candidatus Nanosynbacter sp. HMT-352 strain TM7-072 chromosome	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_900556885.1	part13.bin.24	94.02	75.34	69.61	UNSQ01000001.1 Candidatus Saccharibacteria bacterium isolate UMGS1986 genome assembly, contig: NODE_322_length_59754_cov_6.852627, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_015257705.1	part13.bin.24	93.75	59.91	71.22	JABZJR010000100.1 MAG: Candidatus Nanosynbacter sp. isolate JCVI_3_bin.14 NODE_100_length_2212_cov_4.494614, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_900555265.1	part13.bin.24	93.51	72.83	71.33	UNSL01000001.1 Candidatus Saccharibacteria bacterium isolate UMGS1805 genome assembly, contig: NODE_5_length_255213_cov_6.386063, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCA_900555675.1	part13.bin.24	93.48	70.54	68.13	UNSN01000001.1 Candidatus Saccharibacteria bacterium isolate UMGS1848 genome assembly, contig: NODE_99_length_62747_cov_8.919894, whole genome shotgun sequence	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_021222645.1	part13.bin.24	93.27	74.99	73.86	NZ_CP089520.1 Candidatus Nanosynbacter sp. HMT-352 strain KC1 chromosome, complete genome	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_000803625.1	part13.bin.24	83.78	16.09	16.48	NZ_CP007496.1 Candidatus Nanosynbacter lyticus strain TM7x chromosome, complete genome	part13.bin.24.fa_NODE_8_length_190157_cov_368.831685
GCF_000599605.1	part13.bin.28	96.85	68.01	90.22	NZ_AZHT01000001.1 Prevotella sp. HJM029 contig_000001, whole genome shotgun sequence	part13.bin.28.fa_NODE_67_length_95332_cov_8.585934
GCF_000613785.1	part13.bin.28	91.60	52.42	65.35	NZ_BAJQ01000138.1 Prevotella oulorum JCM 14966, whole genome shotgun sequence	part13.bin.28.fa_NODE_67_length_95332_cov_8.585934
GCA_018141845.1	part13.bin.30	98.68	73.14	95.43	CP073340.1 Lachnospiraceae bacterium oral taxon 096 strain F0428 chromosome	part13.bin.30.fa_NODE_1001_length_26763_cov_5.493785
GCA_013333195.2	part13.bin.4	97.71	94.71	89.67	JABCPG020000001.1 MAG: Bacteroidia bacterium isolate T-B-M_MAG_00007 ORAL_M-T_MAG_00007-c_000000003380, whole genome shotgun sequence	part13.bin.4.fa_NODE_12_length_162076_cov_10.388104
GCF_002998925.1	part13.bin.41	97.37	81.73	90.79	NZ_CP027228.1 Mogibacterium diversum strain CCUG 47132 chromosome, complete genome	part13.bin.41.fa_NODE_17_length_141720_cov_9.159284
GCA_916438645.1	part13.bin.41	89.45	44.70	45.54	CAKAFC010000001.1 TPA_asm: uncultured Mogibacterium sp. isolate DRR214959_bin.47_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01002767, whole genome shotgun sequence	part13.bin.41.fa_NODE_17_length_141720_cov_9.159284
GCA_916438865.1	part13.bin.41	86.17	18.97	29.35	CAKAFX010000001.1 TPA_asm: uncultured Mogibacterium sp. isolate DRR214960_bin.23_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01000084, whole genome shotgun sequence	part13.bin.41.fa_NODE_17_length_141720_cov_9.159284
GCF_002243385.1	part13.bin.41	84.43	22.27	25.38	NZ_CP016199.1 Mogibacterium pumilum strain ATCC 700696 chromosome	part13.bin.41.fa_NODE_17_length_141720_cov_9.159284
GCF_006546825.1	part13.bin.43	96.38	78.54	81.08	NZ_VICC01000001.1 Actinomyces oris strain CCUG 34288 CCUG34288T_0000001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_001553935.1	part13.bin.43	95.07	78.89	78.21	NZ_CP014232.1 Actinomyces oris strain T14V chromosome, complete genome	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCA_915069725.1	part13.bin.43	95.05	68.10	55.32	CAJZFF010000001.1 TPA_asm: uncultured Actinomyces sp. isolate SRR1045097_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: NODE_153_length_24462_cov_4.689884, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_001937445.1	part13.bin.43	93.76	67.51	71.03	NZ_MSKS01000001.1 Actinomyces oris strain WE8B-23 WE8B-23_contig001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_001929375.1	part13.bin.43	93.25	65.68	66.62	NZ_MSGO01000001.1 Actinomyces oris strain S64C S64C_contig001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_005696555.1	part13.bin.43	92.31	63.82	64.40	NZ_CP040005.1 Actinomyces sp. oral taxon 171 str. F0337 chromosome, complete genome	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_001937665.1	part13.bin.43	92.23	66.33	67.36	NZ_MSKL01000001.1 Actinomyces oris strain P6N P6N_contig001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_001956585.1	part13.bin.43	89.85	48.51	49.30	NZ_MSRR01000001.1 Actinomyces naeslundii strain NCTC 10301 NCTC10301_contig001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_900323545.1	part13.bin.43	89.66	42.32	43.42	NZ_OOHN01000006.1 Actinomyces sp. Marseille-P3109, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_900637975.1	part13.bin.43	89.59	39.73	45.18	NZ_LR134477.1 Actinomyces viscosus strain NCTC10951 chromosome 1, complete sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_011752065.1	part13.bin.43	89.52	40.45	43.20	NZ_JAAIJY010000012.1 Actinomyces sp. ZJ308 Scaffold10_1, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_000195595.1	part13.bin.43	89.19	43.86	44.80	NZ_GL882504.1 Actinomyces sp. oral taxon 170 str. F0386 Scfld0, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_006546835.1	part13.bin.43	88.80	38.93	42.47	NZ_VICB01000001.1 Actinomyces johnsonii strain CCUG 34287 CCUG34287T_0000001, whole genome shotgun sequence	part13.bin.43.fa_NODE_133_length_72947_cov_9.340271
GCF_000313615.1	part13.bin.46	97.86	89.17	94.08	NZ_AMZQ01000001.1 Campylobacter showae CSUNSWCD Contig_1, whole genome shotgun sequence	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_900573985.1	part13.bin.46	92.70	62.46	77.63	NZ_UWOK01000003.1 Campylobacter showae isolate CAM, whole genome shotgun sequence	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_004803815.1	part13.bin.46	92.70	73.31	76.38	NZ_CP012544.1 Campylobacter showae strain ATCC 51146 chromosome, complete genome	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_000344295.2	part13.bin.46	91.85	62.37	67.41	NZ_AOTD01000001.1 Campylobacter showae CC57C contig_seqid1, whole genome shotgun sequence	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_014253065.1	part13.bin.46	91.57	62.91	70.25	NZ_JACLZK010000001.1 Campylobacter massiliensis strain Marseille-Q3452 NODE_1_length_1356177_cov_34.9111, whole genome shotgun sequence	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_900699785.1	part13.bin.46	91.23	64.07	68.74	NZ_LR535679.1 Campylobacter showae isolate B91_SC chromosome 1	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCA_905372745.1	part13.bin.46	90.06	53.19	56.85	CAJPQR010000001.1 uncultured Campylobacter sp. isolate SRR9217428-mag-bin.12 genome assembly, contig: SRR9217428-mag-bin.12_30, whole genome shotgun sequence	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_004803795.1	part13.bin.46	88.69	36.40	46.48	NZ_CP012543.1 Campylobacter rectus strain ATCC 33238 chromosome, complete genome	part13.bin.46.fa_NODE_4_length_229780_cov_11.472038
GCF_000411115.1	part13.bin.48	97.05	62.75	77.95	NZ_KE150242.1 Capnocytophaga granulosa ATCC 51502 acFDk-supercont1.1, whole genome shotgun sequence	part13.bin.48.fa_NODE_1037_length_26135_cov_6.703758
GCA_915070235.1	part13.bin.48	93.89	57.08	57.06	CAJZFM010000001.1 TPA_asm: uncultured Capnocytophaga sp. isolate SRR1045097_bin.10_metaWRAP_v1.1_MAG genome assembly, contig: NODE_149_length_25125_cov_4.322896, whole genome shotgun sequence	part13.bin.48.fa_NODE_1037_length_26135_cov_6.703758
GCF_000466425.1	part13.bin.48	86.29	12.43	15.32	NZ_KE992083.1 Capnocytophaga sp. oral taxon 863 str. F0517 Scaffold0, whole genome shotgun sequence	part13.bin.48.fa_NODE_1037_length_26135_cov_6.703758
GCF_000467855.2	part13.bin.55	96.87	84.52	79.27	NZ_KI259220.1 Porphyromonas sp. oral taxon 278 str. W7784 Scaffold10, whole genome shotgun sequence	part13.bin.55.fa_NODE_394_length_42906_cov_8.626800
GCA_900095835.1	part13.bin.57	97.78	82.13	88.73	LT608316.1 Prevotellaceae bacterium Marseille-P2826 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence	part13.bin.57.fa_NODE_36_length_115038_cov_40.557065
GCA_015259235.1	part13.bin.57	93.13	61.09	57.05	JABZGM010000100.1 MAG: Alloprevotella sp. isolate JCVI_44_bin.23 NODE_100_length_7555_cov_4.890211, whole genome shotgun sequence	part13.bin.57.fa_NODE_36_length_115038_cov_40.557065
GCF_000318095.2	part13.bin.57	88.65	38.52	38.34	NZ_KB290701.1 Alloprevotella sp. oral taxon 473 str. F0040 Scfld0, whole genome shotgun sequence	part13.bin.57.fa_NODE_36_length_115038_cov_40.557065
GCA_905371275.1	part13.bin.57	87.17	15.06	11.78	CAJPLH010000001.1 Prevotellaceae bacterium isolate SRR6059114-mag-bin.4 genome assembly, contig: SRR6059114-mag-bin.4_55, whole genome shotgun sequence	part13.bin.57.fa_NODE_36_length_115038_cov_40.557065
GCF_003033925.1	part13.bin.59	96.62	75.29	84.49	NZ_CP028365.1 Tannerella serpentiformis strain W11666 chromosome	part13.bin.59.fa_NODE_131_length_73387_cov_32.006273
GCA_002890585.1	part13.bin.59	84.77	15.40	15.01	MIQB01000001.1 Tannerella sp. oral taxon 808 isolate cell103 Ga0078789_1001, whole genome shotgun sequence	part13.bin.59.fa_NODE_131_length_73387_cov_32.006273
GCF_000208405.1	part13.bin.7	96.31	74.02	74.74	NC_015437.1 Selenomonas sputigena ATCC 35185, complete sequence	part13.bin.7.fa_NODE_27_length_130309_cov_18.220193
GCA_905372355.1	part13.bin.7	94.63	71.32	62.57	CAJPOT010000001.1 uncultured Selenomonas sp. isolate SRR9217414-mag-bin.18 genome assembly, contig: SRR9217414-mag-bin.18_3, whole genome shotgun sequence	part13.bin.7.fa_NODE_27_length_130309_cov_18.220193
GCA_905373085.1	part13.bin.7	92.31	60.37	56.36	CAJPRR010000001.1 uncultured Selenomonas sp. isolate SRR9217449-mag-bin.3 genome assembly, contig: SRR9217449-mag-bin.3_109, whole genome shotgun sequence	part13.bin.7.fa_NODE_27_length_130309_cov_18.220193
GCA_916438625.1	part13.bin.7	88.67	38.39	42.17	CAKAFE010000001.1 TPA_asm: uncultured Selenomonas sp. isolate DRR214959_bin.43_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01004011, whole genome shotgun sequence	part13.bin.7.fa_NODE_27_length_130309_cov_18.220193
GCF_018128245.1	part13.bin.8	98.27	49.33	89.44	NZ_CP072378.1 Leptotrichia sp. oral taxon 221 strain F0705 chromosome, complete genome	part13.bin.8.fa_NODE_807_length_30145_cov_5.753639
GCF_007990445.1	part13.bin.8	94.85	7.77	16.32	NZ_AP019841.1 Leptotrichia wadei strain JMUB3936 chromosome, complete genome	part13.bin.8.fa_NODE_807_length_30145_cov_5.753639
GCA_001189495.1	part13.bin.9	97.32	87.64	88.50	CP012068.1 Eubacterium sulci ATCC 35585, complete genome	part13.bin.9.fa_NODE_45_length_105744_cov_30.822101
GCA_900450455.1	part13.bin.9	85.85	34.79	38.52	UGGN01000002.1 [Eubacterium] infirmum strain NCTC12940 genome assembly, contig: ERS1502653SCcontig000002, whole genome shotgun sequence	part13.bin.9.fa_NODE_45_length_105744_cov_30.822101
GCA_003028315.1	part15.bin.10	97.01	64.00	85.96	CP028150.1 Neisseria mucosa strain ATCC 19696 chromosome, complete genome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_916438535.1	part15.bin.10	96.58	60.04	70.59	CAKAEP010000001.1 TPA_asm: uncultured Neisseria sp. isolate DRR214960_bin.35_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01002344, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_022749515.1	part15.bin.10	96.58	63.30	81.41	NZ_CP094242.1 Morococcus cerebrosus strain CIP 81.93 chromosome, complete genome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_000952795.1	part15.bin.10	96.52	69.05	83.85	KQ001376.1 Neisseria sp. HMSC06F02 genomic scaffold Scaffold100, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_003044425.1	part15.bin.10	95.85	64.71	78.96	NZ_POWW01000001.1 Neisseria sicca strain C2007003584 C2007003584_S11_ctg_1424, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_915066515.1	part15.bin.10	95.11	48.67	39.17	CAJZEA010000001.1 TPA_asm: uncultured Neisseria sp. isolate SRR2037090_bin.22_metaWRAP_v1.1_MAG genome assembly, contig: NODE_81_length_44189_cov_19.912177, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_017753665.1	part15.bin.10	95.04	60.61	77.70	NZ_CP072524.1 Neisseria sicca strain NS20201025 chromosome, complete genome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_000227275.1	part15.bin.10	95.02	42.56	58.23	JH164964.1 Neisseria sp. GT4A_CT1 genomic scaffold supercont1.1, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_000260655.1	part15.bin.10	94.91	45.46	59.91	NZ_AJMT01000001.1 Neisseria sicca VK64 ctg120005024847, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_014054945.1	part15.bin.10	94.83	42.00	60.11	NZ_CP059566.1 Neisseria sicca strain DSM 17713 chromosome, complete genome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_001815675.1	part15.bin.10	94.72	43.20	58.96	KV821453.1 Neisseria sp. HMSC065D04 genomic scaffold Scaffold0, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_022749495.1	part15.bin.10	94.72	42.32	59.24	NZ_CP094241.1 Neisseria macacae ATCC 33926 chromosome, complete genome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_003044445.1	part15.bin.10	94.71	62.44	76.79	NZ_POWX01000001.1 Neisseria mucosa strain C2008000159 C2008000159_S12_ctg_3077, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_001067655.1	part15.bin.10	94.38	42.63	57.89	JUNU01000302.1 Neisseria lactamica strain 919_NLAC 1000_2721_45213, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_000193735.1	part15.bin.10	94.29	59.21	74.20	NZ_AEPF01000167.1 Neisseria sicca 4320 N_sicca_4320_contig00167, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_001809325.1	part15.bin.10	94.28	41.54	57.41	KV796920.1 Neisseria sp. HMSC077D05 genomic scaffold Scaffold1, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_003044565.1	part15.bin.10	93.94	40.51	56.30	NZ_POXG01000001.1 Neisseria sicca strain C2010005502 C2010005502_S29_ctg_3132, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCA_927911515.1	part15.bin.10	93.41	41.04	49.80	CAKMQH010000001.1 TPA_asm: uncultured Neisseria sp. isolate ERR3827263_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768160.49, whole genome shotgun sequence	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_005886145.1	part15.bin.10	89.14	15.26	19.07	NZ_CP040504.1 Neisseria sp. oral taxon 014 str. F0314 chromosome	part15.bin.10.fa_NODE_51_length_38280_cov_16.733761
GCF_003130255.1	part15.bin.12	97.59	72.92	90.50	NZ_NRCN01000001.1 Aggregatibacter kilianii strain PN_528 NODE_1_length_2074821_cov_65.7166, whole genome shotgun sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_900636915.1	part15.bin.12	94.46	63.16	74.55	NZ_LR134327.1 Aggregatibacter aphrophilus ATCC 33389 strain NCTC 5906 chromosome 1, complete sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_003130075.1	part15.bin.12	87.17	31.12	30.71	NZ_NRCW01000010.1 Aggregatibacter segnis strain HK_296 NODE_10_length_28106_cov_67.4627, whole genome shotgun sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_000185305.1	part15.bin.12	86.80	30.67	31.16	NZ_GL622200.1 Aggregatibacter segnis ATCC 33393 SCAFFOLD1, whole genome shotgun sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_017798005.1	part15.bin.12	85.97	24.43	24.67	NZ_CP072548.1 Aggregatibacter sp. 2125159857 chromosome, complete genome	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_003129965.1	part15.bin.12	82.79	12.86	17.45	NZ_NRCJ01000010.1 Aggregatibacter kilianii strain PN_491 NODE_10_length_110767_cov_42.1705, whole genome shotgun sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCA_017160915.1	part15.bin.12	82.70	12.77	16.86	JACAWG010000003.1 Aggregatibacter actinomycetemcomitans strain SL7469 142, whole genome shotgun sequence	part15.bin.12.fa_NODE_11_length_63846_cov_9.787948
GCF_002959775.1	part15.bin.8	97.53	57.47	87.81	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900552445.1	part15.bin.8	94.97	56.46	53.57	URZS01000001.1 uncultured Veillonella sp. isolate UMGS1506 genome assembly, contig: NODE_808_length_23056_cov_4.717664, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_934190855.1	part15.bin.8	93.00	45.85	57.82	CAKPTN010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_21_2679.22 genome assembly, contig: Hadza_MoBio_hadza-I-L_D_21_2679__NODE_462_length_64778_cov_3.707964, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_013393365.1	part15.bin.8	91.11	34.81	51.02	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_002959895.1	part15.bin.8	90.63	35.26	49.79	NZ_PPDD01000010.1 Veillonella infantium strain T11011-4 Contig_10_len_235046, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_019414865.1	part15.bin.8	90.56	32.93	39.88	DXLG01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0346 HRGM_Genome_0346_1, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_002959755.1	part15.bin.8	90.45	31.24	44.80	NZ_PPCW01000001.1 Veillonella sp. T11011-6 Contig_1_len_855900, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_900637515.1	part15.bin.8	90.45	29.98	44.34	NZ_LR134375.1 Veillonella dispar strain NCTC11831 chromosome 1, complete sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_003463825.1	part15.bin.8	90.24	32.18	45.10	NZ_QSDY01000001.1 Veillonella sp. AM51-8BH AM51-8BH.Scaf1, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_915069625.1	part15.bin.8	90.20	27.76	36.40	CAJZFD010000001.1 TPA_asm: uncultured Veillonella sp. isolate SRR2037091_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_4_length_31343_cov_5.425658, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900550175.1	part15.bin.8	90.17	26.67	34.58	URQX01000001.1 uncultured Veillonella sp. isolate UMGS1259 genome assembly, contig: NODE_25_length_131278_cov_14.5233, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900556785.1	part15.bin.8	89.96	30.35	34.35	USQK01000001.1 uncultured Veillonella sp. isolate UMGS1979 genome assembly, contig: NODE_48_length_73937_cov_9.92165, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900766125.1	part15.bin.8	89.94	23.55	29.91	CAAFUD010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14174, WGS project CAAFUD010000000 data, contig: SRS311462_12_k119_49, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_018367495.1	part15.bin.8	89.83	25.11	35.56	JAGZGB010000237.1 MAG: Veillonella sp. isolate L3_098_332G1_dasL3_098_332G1_concoct_29_sub L3_098_332G1_scaffold_10091, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900552715.1	part15.bin.8	89.66	28.88	37.82	USAV01000001.1 uncultured Veillonella sp. isolate UMGS1539 genome assembly, contig: NODE_104_length_58293_cov_31.256768, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_019419725.1	part15.bin.8	89.64	30.67	35.57	DXZL01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0343 HRGM_Genome_0343_1, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_000024945.1	part15.bin.8	89.63	24.30	36.20	NC_013520.1 Veillonella parvula DSM 2008, complete sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900549845.1	part15.bin.8	89.54	26.86	31.13	URPT01000001.1 uncultured Veillonella sp. isolate UMGS1235 genome assembly, contig: NODE_271_length_48491_cov_3.775167, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_915066865.1	part15.bin.8	89.52	25.53	36.22	CAJZEE010000001.1 TPA_asm: uncultured Veillonella sp. isolate SRR1044034_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_2_length_69956_cov_8.623396, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900545205.1	part15.bin.8	89.49	31.35	39.84	UQYC01000001.1 uncultured Veillonella sp. isolate UMGS749 genome assembly, contig: NODE_73_length_57613_cov_3.791028, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_905209685.1	part15.bin.8	89.43	24.58	33.40	CAJLUB010000001.1 TPA_asm: uncultured Veillonella sp. isolate ERR2013587-bin.23 genome assembly, contig: NODE_129_length_73335_cov_11.979995, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900757715.1	part15.bin.8	89.37	18.66	33.51	CAAEOZ010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14188, WGS project CAAEOZ010000000 data, contig: ERS537359_13_k99_174, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_900538355.1	part15.bin.8	89.32	28.44	41.60	UPXS01000001.1 uncultured Veillonella sp. isolate UMGS8 genome assembly, contig: NODE_7_length_183816_cov_6.74829, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_934183145.1	part15.bin.8	88.93	27.49	29.12	CAKPSA010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_14_1852.29 genome assembly, contig: Hadza_MoBio_hadza-E-H_E_14_1852__NODE_306_length_71889_cov_14.819459, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCF_902810435.1	part15.bin.8	88.93	24.89	37.32	NZ_LR778174.1 Veillonella parvula strain SKV38 chromosome 1, complete sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
GCA_934202215.1	part15.bin.8	88.82	21.16	23.90	CAKPXR010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_L_13_1278.48 genome assembly, contig: Hadza_MoBio_hadza-I-L_L_13_1278__NODE_152_length_88220_cov_28.290528, whole genome shotgun sequence	part15.bin.8.fa_NODE_18_length_59248_cov_25.909668
